,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
889,1995.06.16,1995,Unprovoked,usa,Swimming,Leg bitten,Jun,N,F,Unspecified,10.0
890,1995.06.14,1995,Unprovoked,usa,Swimming,Puncture wounds & scratches to torso & left leg ,Jun,N,M,Tiger,38.0
891,1995.06.02,1995,Unprovoked,hong kong,Swimming,"FATAL, right thigh bitten, femur exposed  ",Jun,Y,M,Unspecified,29.0
892,1995.04.09.a,1995,Unprovoked,japan,Scuba diving for bivalves,FATAL,Apr,Y,M,White,47.0
893,1995.03.11,1995,Unprovoked,australia,Surfing,Left arm lacerated,Mar,N,M,Unspecified,35.0
894,1995.02.19,1995,Unprovoked,south africa,Swimming,Lacerations to lower leg & foot,Feb,N,M,Unspecified,22.0
895,1995.01.24,1995,Unprovoked,south africa,Swimming,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated ",Jan,Y,M,Tiger,14.0
896,1994.12.30,1994,Unprovoked,south africa,Body boarding,"No injury, board bitten",Dec,N,M,White,26.0
897,1994.12.09.a,1994,Unprovoked,usa,Commercial diver (submerged or treading water),"FATAL, right leg nearly severed, puncture wounds to left leg ",Dec,Y,M,White,42.0
898,1994.11.13,1994,Unprovoked,usa,"Surfing, paddling seawards",Right thigh & board bitten,Nov,N,F,Unspecified,34.0
899,1994.10.08,1994,Provoked,usa,Wading,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,Oct,N,F,Unspecified,9.0
900,1994.09.21,1994,Unprovoked,usa,Surfing,"No injury, surfboard bitten",Sep,N,M,White,43.0
901,1994.09.05,1994,Unprovoked,usa,Jumped off rocks into white water,Left calf bitten,Sep,N,F,Unspecified,12.0
902,1994.07.09.c,1994,Unprovoked,reunion,Windsurfing,FATAL,Jul,Y,M,Bull,24.0
903,1994.07.09.b,1994,Unprovoked,south africa,Surfing,"FATAL, leg severed ",Jul,Y,M,White,22.0
904,1994.07.09.a,1994,Unprovoked,south africa,Surfing,Buttock & leg bitten,Jul,N,M,White,31.0
905,1994.07.08.a,1994,Unprovoked,usa,Surfing,Right calf lacerated,Jul,N,M,Unspecified,15.0
906,1994.06.24,1994,Unprovoked,bahamas,Spearfishing,Forearm severely bitten,Jun,N,M,Unspecified,30.0
907,1994.05.31.a,1994,Unprovoked,usa,Surfing,Right foot lacerated,May,N,M,Unspecified,28.0
908,1994.05.15,1994,Unprovoked,usa,Surfing,Right knee lacerated,May,N,M,Unspecified,22.0
909,1994.02.19,1994,Unprovoked,usa,Surfing,Left foot bitten,Feb,N,M,Unspecified,23.0
910,1994.02.12,1994,Unprovoked,south africa,Surfing,Leg bitten ,Feb,N,M,White,15.0
911,1994.01.03,1994,Unprovoked,south africa,Swimming ,Foot bitten,Jan,N,M,Unspecified,33.0
912,1993.11.21,1993,Unprovoked,australia,Hookah diving,FATAL,Nov,Y,M,Tiger,27.0
913,1993.10.30,1993,Unprovoked,usa,Surfing,Serious injury to left leg,Oct,N,M,White,26.0
914,1993.10.26,1993,Unprovoked,usa,Swimming,Thigh & hand lacerated,Oct,N,F,Bull,26.0
915,1993.10.10,1993,Boating,usa,Kayaking,"No Injury, Kayak holed",Oct,N,F,White,34.0
916,1993.09.26,1993,Unprovoked,south africa,Spearfishing,Calf lacerated,Sep,N,M,White,36.0
917,1993.09.03,1993,Unprovoked,spain,Swimming,"Thigh bitten, toes of left foot severed",Sep,N,M,Unspecified,25.0
918,1993.08.21,1993,Unprovoked,bahamas,Spearfishing,Leg bitten,Aug,N,M,Unspecified,51.0
919,1993.08.15.a,1993,Unprovoked,usa,Riding floatation device,Severe lacerations to abdomen & thighs,Aug,N,F,Bull,19.0
920,1993.08.12,1993,Unprovoked,usa,Free diving for abalone (ascending),Severe bites to head & shoulder,Aug,N,M,White,39.0
921,1993.07.30,1993,Unprovoked,south africa,Surfing,Puncture wounds on chest,Jul,N,M,White,28.0
922,1993.07.07,1993,Unprovoked,usa,Playing,Right knee bitten,Jul,N,F,Unspecified,12.0
923,1993.06.10,1993,Unprovoked,usa,Paddling on surfboard or body board,Feet & ankles bitten,Jun,N,M,Tiger,22.0
924,1993.06.09,1993,Unprovoked,australia,Scuba diving,FATAL,Jun,Y,M,White,31.0
925,1993.06.05,1993,Unprovoked,australia,Scuba diving at seal colony,FATAL,Jun,Y,F,White,34.0
926,1993.06.00,1993,Unprovoked,usa,Swimming,"No injury, bumped by shark",Jun,N,F,Unspecified,60.0
927,1993.03.14,1993,Unprovoked,usa,Paddling on surfboard,Lower legs lacerated ,Mar,N,M,Tiger,35.0
928,1993.03.12,1993,Unprovoked,usa,Free diving & spearfishing (ascending),"No injury, swim fin bitten",Mar,N,M,White,55.0
929,1993.02.04,1993,Provoked,australia,Fishing,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",Unknown,N,M,Unspecified,25.0
930,1993.01.05,1993,Unprovoked,australia,Spearfishing,"6"" laceration to left forearm",Jan,N,M,Unspecified,21.0
931,1993.01.02,1993,Unprovoked,usa,Surfing,"No injury, shark bit board",Jan,N,M,White,29.0
932,1992.12.28,1992,Unprovoked,usa,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",Right leg bruised & abraded,Dec,N,M,Tiger,10.0
933,1992.12.23,1992,Unprovoked,usa,Lying on surfboard,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",Dec,N,M,Tiger,30.0
934,1992.11.29,1992,Unprovoked,usa,Spearfishing / free diving,10 puncture wounds to right calf,Nov,N,M,Unspecified,31.0
935,1992.11.25.a,1992,Unprovoked,usa,Surfing,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,Nov,N,M,Unspecified,19.0
936,1992.11.14,1992,Boating,usa,Kayaking,"No injury, kayak bitten",Nov,N,M,White,46.0
937,1992.11.11,1992,Unprovoked,usa,Scuba diving (submerged),Foot punctured,Nov,N,M,Unspecified,40.0
938,1992.11.05.a,1992,Unprovoked,usa,Body boarding,Right leg severely lacerated  FATAL,Nov,Y,M,Tiger,18.0
939,1992.10.29,1992,Unprovoked,usa,Hookah diving for sea urchins,Foot & swim fin punctured,Oct,N,M,White,40.0
940,1992.10.22,1992,Unprovoked,usa,Surfing,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",Oct,N,M,Tiger,28.0
941,1992.10.01,1992,Unprovoked,australia,Surfing,FATAL,Oct,Y,M,White,28.0
942,1992.09.13,1992,Unprovoked,usa,Surfing,Minor bruises,Sep,N,M,White,20.0
943,1992.08.25,1992,Unprovoked,australia,Surfing,"Minor cuts, sufboard bitten",Aug,N,M,White,17.0
944,1992.08.18,1992,Unprovoked,usa,Surfing,"No injury, board bitten",Aug,N,M,White,22.0
945,1992.07.21,1992,Unprovoked,usa,Standing,Lacerations to left foot,Jul,N,F,Unspecified,42.0
946,1992.06.28.a,1992,Unprovoked,reunion,Surfing,FATAL,Jun,Y,M,Bull,16.0
947,1992.04.09,1992,Unprovoked,south africa,Surfing,Punctures & lacerations on lower leg,Apr,N,M,Unspecified,35.0
948,1992.03.28,1992,Unprovoked,usa,"Surfing, paddling seawards","Foot bitten, crescent of bitemarks in both sides of board",Mar,N,F,Tiger,36.0
949,1992.03.08.c,1992,Unprovoked,japan,Hookah diving for pen shells ,"FATAL, body not recovered",Mar,Y,M,White,41.0
950,1992.03.08.a,1992,Unprovoked,usa,Surfing (sitting on his board),"Left shoulder & side bitten, board broken",Mar,N,M,White,21.0
951,1992.02.09,1992,Invalid,australia,Surfing,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",Feb,Unknown,M,Unspecified,19.0
952,1992.01.29.a,1992,Unprovoked,australia,Boogie boarding,Right leg lacerated,Jan,N,M,Unspecified,19.0
953,1992.01.23,1992,Unprovoked,south africa,Swimming ,Right foot lacerated,Jan,N,M,Unspecified,19.0
954,1992.01.08,1992,Unprovoked,south africa,Spearfishing,Left cheek lacerated,Jan,N,M,Unspecified,36.0
955,1991.12.04,1991,Unprovoked,usa,Hookah diving for sea urchins,"No injury, shark became tangled in hose & towed him 100'",Dec,N,M,White,25.0
956,1991.11.26.b,1991,Unprovoked,usa,Snorkeling,"FATAL, right leg at hip, left leg and right forearm severed  ",Nov,Y,F,Tiger,41.0
957,1991.10.12,1991,Unprovoked,usa,Surfing,Right foot & ankle lacerated,Oct,N,M,Unspecified,21.0
958,1991.10.05,1991,Unprovoked,usa,Surfing,"Arm, shoulder & back bitten",Oct,N,M,White,32.0
959,1991.09.08,1991,Unprovoked,australia,Scuba diving,FATAL,Sep,Y,M,White,19.0
960,1991.08.30,1991,Provoked,australia,Finning the shark that bit him,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",Aug,N,M,Unspecified,36.0
961,1991.08.26,1991,Unprovoked,usa,Swimming,Deep cuts on lower leg,Aug,N,M,Unspecified,23.0
962,1991.08.12,1991,Unprovoked,usa,Wading,Bite to left thigh & calf,Aug,N,F,Unspecified,10.0
963,1991.07.30,1991,Boating,italy,Canoeing,No Injury to occupant; canoe bitten,Jul,N,F,White,40.0
964,1991.07.01.b,1991,Unprovoked,reunion,Surfing,Left arm severed,Jul,N,M,Tiger,30.0
965,1991.07.01.a,1991,Unprovoked,usa,Surfing,"Forearm, upper thigh, knee & ankle lacerated",Jul,N,M,White,32.0
966,1991.06.07.b,1991,Unprovoked,usa,Swimming behind sailboat,"Left ankle, calf, thigh and abdomen bitten",Jun,N,M,Bull,31.0
967,1991.06.07.a,1991,Unprovoked,hong kong,Swimming ,Abdomen bitten & leg severed  FATAL,Jun,Y,F,Tiger,65.0
968,1991.05.26,1991,Unprovoked,usa,Sitting on surfboard,Right calf bitten,May,N,M,Unspecified,23.0
969,1991.04.16.a,1991,Unprovoked,usa,"Surfing, collided with shark",Right thigh,Apr,N,M,Unspecified,22.0
970,1991.02.24,1991,Unprovoked,usa,Surfing,Calf lacerated & board bitten,Feb,N,M,White,38.0
971,1991.02.12,1991,Unprovoked,south africa,Spearfishing,Foot & swim fin bitten,Feb,N,M,White,20.0
972,1990.11.01,1990,Unprovoked,usa,Surfing,"Ear, shoulder, arm, wrist & ear injured",Nov,N,M,Unspecified,24.0
973,1990.10.30.b,1990,Unprovoked,usa,Surfing,"Hand & wrist bitten, tooth fragments in wound",Oct,N,M,Unspecified,50.0
974,1990.10.20,1990,Unprovoked,usa,Surfing,Wrist bitten,Oct,N,M,Unspecified,25.0
975,1990.10.15,1990,Unprovoked,usa,Surfing,"No Injury, board bitten",Oct,N,M,Tiger,43.0
976,1990.10.12,1990,Unprovoked,usa,Surfing,Superficial injuries to left foot & ankle,Oct,N,M,Unspecified,19.0
977,1990.09.15,1990,Unprovoked,south africa,Spearfishing,Right hand lacerated,Sep,N,M,White,26.0
978,1990.09.08,1990,Unprovoked,usa,"Free diving / spearfishing, from paddleboard & floating on the surface","Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck",Sep,N,M,White,49.0
979,1990.09.05,1990,Boating,usa,Kayaking,"No injury, kayak capsized",Sep,N,M,White,44.0
980,1990.08.28,1990,Unprovoked,usa,Surfing,4 punctures on leg & board bitten,Aug,N,M,White,22.0
981,1990.06.24,1990,Unprovoked,south africa,Scuba diving (but on surface),"FATAL, thigh bitten  ",Jun,Y,F,White,21.0
982,1990.05.06,1990,Unprovoked,south africa,Resting on surfboard,Thigh severely lacerated,May,N,M,White,22.0
983,1990.04.14,1990,Unprovoked,south africa,Lying on surfboard & paddling,Leg bitten,Apr,N,M,White,23.0
984,1990.04.09,1990,Unprovoked,australia,Surfing,"Lacerations & abrasions, board bitten in half",Apr,N,M,Tiger,31.0
985,1989.11.18,1989,Unprovoked,south africa,Free diving & spearfishing,FATAL,Nov,Y,M,White,29.0
986,1989.10.22,1989,Unprovoked,australia,Surfing,"No injury, board bitten",Oct,N,M,White,17.0
987,1989.10.11,1989,Unprovoked,usa,Surfing,Foot & leg bitten,Oct,N,M,Unspecified,12.0
988,1989.10.08,1989,Invalid,usa,Diving,FATAL,Oct,Unknown,M,Unspecified,49.0
989,1989.09.17,1989,Unprovoked,south africa,Free diving,Chest lacerated,Sep,N,M,White,29.0
990,1989.09.13,1989,Provoked,usa,"Fishing, stepped on hooked shark's head",Bitten by hooked shark PROVOKED INCIDENT,Sep,N,M,Unspecified,51.0
991,1989.09.09.b,1989,Unprovoked,usa,Hookah diving for abalone (descending),Leg bitten,Sep,N,M,White,38.0
992,1989.08.29,1989,Provoked,australia,Feeding fish,Left leg bitten by captive shark                   PROVOKED INCIDENT,Aug,N,M,Grey,30.0
993,1989.08.22.a,1989,Unprovoked,south africa,Surfing,Multiple Injuries,Aug,N,M,White,21.0
994,1989.08.13,1989,Unprovoked,australia,Surfing,"No injury, shark took chunk out of surfboard",Aug,N,M,Unspecified,17.0
995,1989.07.20,1989,Unprovoked,south africa,Surfing,Torso bitten,Jul,N,M,White,34.0
996,1989.06.05,1989,Unprovoked,south africa,Surfing,"No injury, board bitten",Jun,N,M,White,16.0
997,1989.06.03,1989,Unprovoked,south africa,Free diving,Forearm bitten,Jun,N,M,White,28.0
998,1989.03.09,1989,Unprovoked,australia,Surfing,Thigh bitten FATAL,Mar,Y,M,White,27.0
999,1989.02.02,1989,Unprovoked,italy,"Scuba diving, but swimming on surface",FATAL. His body not recovered,Feb,Y,M,White,47.0
1000,1989.01.26.b,1989,Invalid,usa,Kayaking,Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,Jan,Unknown,M,Unspecified,24.0
1001,1989.01.26.a,1989,Unprovoked,usa,Kayaking,"FATAL, thigh bitten, hands lacerated  ",Jan,Y,F,White,24.0
1002,1989.01.03,1989,Unprovoked,australia,Surfing with dolphins,"Abdomen lacerated, surfboard holed",Jan,N,M,Tiger,17.0
1003,1988.10.23,1988,Unprovoked,usa,Surfing (sitting on his board),Leg bitten & femur fractured,Oct,N,M,White,21.0
1004,1988.10.11,1988,Unprovoked,usa,Surfing,Left leg lacerated,Oct,N,M,Unspecified,30.0
1005,1988.10.10,1988,Unprovoked,usa,Surfing,Hand lacerated,Oct,N,M,Unspecified,23.0
1006,1988.09.28,1988,Unprovoked,usa,Surfing,Lacerations to foot,Sep,N,M,Unspecified,21.0
1007,1988.09.13.a,1988,Unprovoked,usa,Snorkeling,"FATAL, thigh & hand lacerated",Sep,Y,M,Bull,38.0
1008,1988.08.11,1988,Unprovoked,usa,Surfing,Thigh bitten,Aug,N,M,White,27.0
1009,1988.06.19,1988,Unprovoked,south africa,Spearfishing,Left arm lacerated,Jun,N,M,White,36.0
1010,1988.06.09,1988,Unprovoked,usa,Sittting in water with his child,Left leg bitten,Jun,N,M,Unspecified,37.0
1011,1988.06.01,1988,Unprovoked,usa,Surfing,Cuts to right foot and ankle,Jun,N,M,Unspecified,25.0
1012,1988.03.16,1988,Unprovoked,south africa,Surfing,"Lower left leg bitten, hand lacerated",Mar,N,M,Unspecified,17.0
1013,1988.02.14,1988,Unprovoked,south africa,Surfing,Ankle bitten,Feb,N,M,Grey,20.0
1014,1988.02.13,1988,Unprovoked,south africa,Lying atop surfboard,"Leg bitten, surgically amputated",Feb,N,F,Unspecified,15.0
1015,1988.01.27,1988,Invalid,south africa,Surfing,Minor injury to leg,Jan,Unknown,M,Unspecified,22.0
1016,1988.01.06,1988,Provoked,south africa,Attempting to lasso shark's tail,Foot lacerated by hooked shark PROVOKED INCIDENT,Jan,N,M,Unspecified,33.0
1017,1987.12.17,1987,Unprovoked,usa,Surfing,Left calf bitten,Dec,N,M,Unspecified,16.0
1018,1987.10.26,1987,Unprovoked,usa,Surfing,Buttock & leg bitten,Oct,N,M,Unspecified,20.0
1019,1987.10.25,1987,Invalid,south africa,Boogie boarding,Abrasion to forearm,Oct,Unknown,M,Unspecified,14.0
1020,1987.10.11,1987,Unprovoked,south africa,Spearfishing,Left thigh & calf lacerated,Oct,N,M,White,21.0
1021,1987.09.13,1987,Unprovoked,south africa,Surfing,Torso lacerated,Sep,N,M,White,24.0
1022,1987.08.20,1987,Unprovoked,usa,Wading,Lower left leg lacerated,Aug,N,M,Unspecified,12.0
1023,1987.08.15,1987,Unprovoked,usa,Surfing (sitting on his board),Fingers & surfboard injured,Aug,N,M,White,40.0
1024,1987.07.21,1987,Unprovoked,usa,Surfing,Right foot & ankle lacerated,Jul,N,M,Unspecified,27.0
1025,1987.07.12.b,1987,Unprovoked,usa,Body surfing,Left foot bitten,Jul,N,F,Unspecified,32.0
1026,1987.07.12.a,1987,Unprovoked,usa,Wading,Puncture wounds to right foot,Jul,N,F,Unspecified,16.0
1027,1987.04.01,1987,Unprovoked,vanuatu,Swimming,FATAL,Apr,Y,M,Unspecified,8.0
1028,1987.01.28,1987,Unprovoked,south africa,Spearfishing,Puncture wounds to right hand,Jan,N,M,White,30.0
1029,1986.12.22,1986,Unprovoked,south africa,Body boarding,"FATAL, legs bitten ",Dec,Y,M,White,21.0
1030,1986.12.11,1986,Unprovoked,usa,Surfing,Forearm bitten,Dec,N,M,Unspecified,40.0
1031,1986.12.06.a,1986,Unprovoked,usa,Free diving  & spearfishing (submerged),"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",Dec,N,M,White,27.0
1032,1986.10.03,1986,Unprovoked,usa,Swimming,Hip & thigh bitten,Oct,N,F,Lemon,6.0
1033,1986.10.05,1986,Unprovoked,south africa,Racing ski,"No injury, ski bitten",Oct,N,M,Unspecified,32.0
1034,1986.08.10,1986,Invalid,south africa,Spearfishing,"No injury, shark made threat display & impaled itself on spear ",Aug,Unknown,M,Unspecified,35.0
1035,1986.07.00.a,1986,Unprovoked,south africa,Spearfishing,Minor lacerations on left hand,Jul,N,M,Unspecified,26.0
1036,1986.03.15,1986,Unprovoked,south africa,Treading water,Foot bitten,Mar,N,M,Unspecified,26.0
1037,1986.02.18,1986,Unprovoked,south africa,Surfing,"No injury, board bitten",Feb,N,M,White,21.0
1038,1986.02.07,1986,Unprovoked,south africa,Swimming,Lower leg lacerated,Feb,N,M,Unspecified,46.0
1039,1986.02.06,1986,Unprovoked,south africa,Spearfishing,2 punctures in upper arm,Feb,N,M,Unspecified,29.0
1040,1986.02.01,1986,Unprovoked,australia,Surfing,"No injury, knocked into water & board bitten",Feb,N,M,Unspecified,29.0
1041,1986.01.12,1986,Unprovoked,usa,Surfing,Puncture wounds to both feet,Jan,N,M,Unspecified,22.0
1042,1986.00.00,1986,Unprovoked,usa,Surfing,"No injury, foot bumped",Unknown,N,M,Unspecified,16.0
1043,1985.10.24,1985,Unprovoked,south africa,Body boarding,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",Oct,N,M,White,22.0
1044,1985.10.22,1985,Unprovoked,usa,Hookah diving for abalone,Minor injury to foot & ankle,Oct,N,M,Unspecified,46.0
1045,1985.09.05,1985,Invalid,usa,Swimming,Found to be a hoax,Sep,Unknown,M,Unspecified,17.0
1046,1985.08.20,1985,Invalid,usa,Wading,"3"" wound on thigh",Aug,Unknown,M,Unspecified,11.0
1047,1985.08.17,1985,Invalid,usa,Scuba diving,Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark ,Aug,Unknown,M,Unspecified,25.0
1048,1985.07.25.b,1985,Unprovoked,usa,Wading,Right calf bitten,Jul,N,F,Unspecified,13.0
1049,1985.07.00,1985,Unprovoked,italy,Snorkeling,Contusion of left foot,Jul,N,M,White,13.0
1050,1985.03.03,1985,Unprovoked,australia,Free diving for scallops,FATAL,Mar,Y,F,White,33.0
1051,1985.02.18,1985,Unprovoked,usa,Scuba Diving for lobster (at surface),Bruised,Feb,N,M,White,29.0
1052,1985.01.27,1985,Unprovoked,south africa,Swimming,"Right knee, calf and ankle lacerated",Jan,N,M,Unspecified,15.0
1053,1985.01.17,1985,Unprovoked,south africa,Surfing,Thigh & calf bitten,Jan,N,M,White,18.0
1054,1985.01.04,1985,Unprovoked,south africa,Spearfishing,Minor injury to torso,Jan,N,M,White,34.0
1055,1985.01.00.a,1985,Provoked,south africa,Spearfishing,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,Jan,N,M,Unspecified,20.0
1056,1984.11.30,1984,Unprovoked,australia,Sailing on catamaran & fell into the water,FATAL,Nov,Y,M,Tiger,16.0
1057,1984.10.21.b,1984,Invalid,usa,Swimming,"Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning",Oct,Unknown,M,Unspecified,22.0
1058,1984.10.21,1984,Unprovoked,usa,Surfing or body surfing,"9"" laceration to right forearm ",Oct,N,F,Unspecified,23.0
1059,1984.10.17,1984,Invalid,usa,Wading,"10"" laceration on leg",Oct,Unknown,F,Unspecified,25.0
1060,1984.10.14.a,1984,Unprovoked,usa,Surfing,Left calf bitten,Oct,N,M,Unspecified,15.0
1061,1984.09.30.b,1984,Unprovoked,usa,Surfing (sitting on his board),"Abrasion on right foot, board bitten",Sep,N,M,White,25.0
1062,1984.09.22.a,1984,Unprovoked,usa,Surfing,Foot bitten,Sep,N,M,Unspecified,16.0
1063,1984.09.15,1984,Unprovoked,usa,Skindiving,FATAL,Sep,Y,M,White,28.0
1064,1984.07.24.a,1984,Unprovoked,usa,Swimming,Legs severely lacerated,Jul,N,F,Unspecified,18.0
1065,1984.07.22,1984,Invalid,south africa,Spearfishing,"FATAL, but shark involvement prior to death could not be determined",Jul,Unknown,M,Unspecified,21.0
1066,1984.06.15,1984,Unprovoked,south africa,Surfing,"No injury, board bitten",Jun,N,M,White,27.0
1067,1984.06.03.b,1984,Unprovoked,usa,Towing her sister on plastic ski board,Foot bitten,Jun,N,F,Unspecified,13.0
1068,1984.02.17,1984,Provoked,south africa,Scuba diving,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,Feb,N,M,Unspecified,33.0
1069,1984.01.05,1984,Unprovoked,south africa,Swimming,Foot bitten,Jan,N,M,Unspecified,14.0
1070,1983.12.21,1983,Unprovoked,south africa,Swimming,Shin lacerated,Dec,N,M,Unspecified,47.0
1071,1983.08.20.a,1983,Unprovoked,south africa,Spearfishing,Inner thighs lacerated,Aug,N,M,White,29.0
1072,1983.08.15,1983,Unprovoked,usa,Swimming,Foot bitten,Aug,N,F,Unspecified,14.0
1073,1983.08.13.a,1983,Unprovoked,usa,Diving,Right leg severely bitten,Aug,N,F,Bull,22.0
1074,1983.07.26,1983,Sea Disaster,australia,Swimming from the New Venture ,"FATAL, shark seized her by the chest and took her underwater ",Jul,Y,F,Tiger,21.0
1075,1983.07.25.b,1983,Sea Disaster,australia,Swimming from the New Venture ,"FATAL, shark bit leg, then dragged him underwater ",Jul,Y,M,Tiger,24.0
1076,1983.07.25.a,1983,Sea Disaster,australia,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,"Left knee bitten, but survived",Jul,N,M,Tiger,28.0
1077,1983.07.12.b,1983,Unprovoked,usa,Windsurfing,Left ankle nipped (3 punctures wounds),Jul,N,F,Unspecified,39.0
1078,1983.05.31,1983,Unprovoked,usa,Water-skiing,"Left calf, knee & hands lacerated",May,N,M,Unspecified,21.0
1079,1983.04.12,1983,Unprovoked,south africa,Fishing,Puncture wounds to foot,Apr,N,M,Unspecified,27.0
1080,1983.03.30.a,1983,Unprovoked,south africa,Spearfishing,Right calf lacerated,Mar,N,M,Unspecified,17.0
1081,1983.02.20,1983,Unprovoked,south africa,Paddleskiing,Puncture wounds to buttocks,Feb,N,M,Unspecified,16.0
1082,1983.01.08,1983,Unprovoked,south africa,Spearfishing,"No injury, rammed by shark",Jan,N,M,White,32.0
1083,1982.10.13,1982,Unprovoked,usa,Windsurfing,Left foot lacerated,Oct,N,M,Unspecified,26.0
1084,1982.09.30.a,1982,Unprovoked,south africa,Surfing,"No Injury, surfboard bitten",Sep,N,M,White,16.0
1085,1982.09.27,1982,Unprovoked,usa,Surfing,Laceration to lower left leg,Sep,N,M,Unspecified,20.0
1086,1982.09.25,1982,Unprovoked,usa,Diving,Lacerations to hand,Sep,N,M,White,36.0
1087,1982.09.19,1982,Unprovoked,usa,Free diving for abalone from Zodiac (submerged),Upper left thigh & buttocks bitten,Sep,N,M,White,28.0
1088,1982.08.29.b,1982,Invalid,usa,Surfing,"No Injury, board bitten",Aug,Unknown,M,Unspecified,17.0
1089,1982.07.31,1982,Invalid,south africa,Boogie boarding,"No injury, swim fin bitten",Jul,Unknown,M,Unspecified,20.0
1090,1982.07.24.b,1982,Unprovoked,south africa,Paddleskiing,"No injury, ski bitten",Jul,N,M,White,38.0
1091,1982.07.24.a,1982,Unprovoked,usa,Paddle Boarding,"No Injury, board bitten",Jul,N,M,White,26.0
1092,1982.07.19,1982,Unprovoked,usa,Swimming,Left ankle bitten,Jul,N,M,Unspecified,17.0
1093,1982.06.29,1982,Unprovoked,south africa,Surfing,FATAL,Jun,Y,M,White,27.0
1094,1982.06.26.b,1982,Unprovoked,usa,Swimming,Left arm bitten,Jun,N,M,Unspecified,20.0
1095,1982.01.29,1982,Unprovoked,south africa,Swimming,Right shin & toe lacerated,Jan,N,M,Unspecified,20.0
1096,1981.12.19,1981,Unprovoked,usa,Surfing,"FATAL, torso bitten ",Dec,Y,M,White,24.0
1097,1981.10.19.a,1981,Unprovoked,usa,Swimming,Hand & forearm bitten,Oct,N,M,Unspecified,19.0
1098,1981.09.15,1981,Unprovoked,usa,Swimming,"FATAL, right calf bitten  ",Sep,Y,M,Tiger,26.0
1099,1981.08.07,1981,Unprovoked,bahamas,Snorkeling on surface,Upper right arm bitten,Aug,N,M,Unspecified,53.0
1100,1981.07.18,1981,Unprovoked,south africa,Surfing,7 lacerations to right foot,Jul,N,M,Unspecified,32.0
1101,1981.05.23,1981,Unprovoked,south korea,Shell diving,FATAL,May,Y,F,White,27.0
1102,1981.05.20,1981,Unprovoked,south africa,Surfing,"Shark & board collided. No injury, but board was dented",May,N,M,Unspecified,27.0
1103,1981.05.10,1981,Unprovoked,south africa,Surfing,"No Injury, board bitten",May,N,M,Unspecified,19.0
1104,1981.05.05,1981,Unprovoked,south africa,Surfing,"Left leg bitten, surgically amputated",May,N,M,Tiger,24.0
1105,1981.03.25,1981,Unprovoked,usa,Standing / Wading,"Lacerations on calf, ankle & heel",Mar,N,M,Bull,19.0
1106,1981.03.24,1981,Unprovoked,usa,Surfing,Puncture wounds on  right thigh,Mar,N,M,Unspecified,24.0
1107,1981.02.19,1981,Unprovoked,south africa,Swimming,Foot lacerated,Feb,N,M,Unspecified,30.0
1108,1981.02.02,1981,Unprovoked,usa,Surfing,Lacerations & punctures in left calf & ankle,Feb,N,M,Unspecified,15.0
1109,1981.00.00.b,1981,Unprovoked,australia,Surf-skiing,"No injury, ski bitten",Unknown,N,M,Tiger,27.0
1110,1980.12.30,1980,Unprovoked,south africa,Paddleskiing,"No injury, paddleski bitten",Unknown,N,M,Unspecified,25.0
1111,1980.11.24,1980,Unprovoked,reunion,Spearfishing,Bitten twice,Nov,N,M,White,22.0
1112,1980.10.27,1980,Unprovoked,usa,Surfing,Thigh lacerated,Oct,N,M,White,29.0
1113,1980.10.17,1980,Unprovoked,usa,Surfing,No injury,Oct,N,M,White,19.0
1114,1980.07.23,1980,Unprovoked,usa,Standing,"No injury, shark bit her bathing suit",Jul,N,F,Unspecified,22.0
1115,1980.05.15,1980,Unprovoked,south africa,Surfing,"No injury, board bitten",May,N,M,Unspecified,22.0
1116,1980.04.00,1980,Unprovoked,mexico,Body surfing,Right calf bitten,Apr,N,F,Tiger,13.0
1117,1980.01.31,1980,Unprovoked,south africa,Body boarding,"Both hands & heel of left foot lacerated, right foot severed",Jan,N,M,White,24.0
1118,1980.01.15,1980,Provoked,south africa,Spearfishing,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",Jan,N,M,Unspecified,29.0
